Copper,Nickel,Chloramphenicol,Ampicillin,Metaldehyde,Atrazine,Tebuconazole,Azoxystrobin,Dest.Column,Dest.Row,Dest.Plate
0,0,0,0,0,0,0,0,10,H,18
0,0,0,0,0,0,0,0,11,A,18
0,0,0,0,0,0,0,0,11,B,18
0,0,0,0,0,0,0,0,11,C,18
0,0,0,0,0,0,0,0,11,D,18
0,0,0,0,0,0,0,0,11,E,18
0,0,0,0,0,0,0,0,11,F,18
0,0,0,0,0,0,0,0,11,G,18
0,0,0,0,0,0,0,0,11,H,18
0,0,0,0,0,0,0,0,12,A,18
0,0,0,0,0,0,0,0,12,B,18
0,0,0,0,0,0,0,0,12,C,18
0,0,0,0,0,0,0,0,12,D,18
0,0,0,0,0,0,0,0,12,E,18
0,0,0,0,0,0,0,0,12,F,18
0,0,0,0,0,0,0,0,12,G,18
0,0,0,0,0,0,0,0,12,H,18
0,0,0,0,0,0,0,0,1,A,19
1,0,0,0,0,0,0,0,1,B,19
0,1,0,0,0,0,0,0,1,C,19
0,0,1,0,0,0,0,0,1,D,19
0,0,0,1,0,0,0,0,1,E,19
0,0,0,0,1,0,0,0,1,F,19
0,0,0,0,0,1,0,0,1,G,19
0,0,0,0,0,0,1,0,1,H,19
0,0,0,0,0,0,0,1,2,A,19
1,1,0,0,0,0,0,0,2,B,19
1,0,1,0,0,0,0,0,2,C,19
1,0,0,1,0,0,0,0,2,D,19
1,0,0,0,1,0,0,0,2,E,19
1,0,0,0,0,1,0,0,2,F,19
1,0,0,0,0,0,1,0,2,G,19
1,0,0,0,0,0,0,1,2,H,19
0,1,1,0,0,0,0,0,3,A,19
0,1,0,1,0,0,0,0,3,B,19
0,1,0,0,1,0,0,0,3,C,19
0,1,0,0,0,1,0,0,3,D,19
0,1,0,0,0,0,1,0,3,E,19
0,1,0,0,0,0,0,1,3,F,19
0,0,1,1,0,0,0,0,3,G,19
0,0,1,0,1,0,0,0,3,H,19
0,0,1,0,0,1,0,0,4,A,19
0,0,1,0,0,0,1,0,4,B,19
0,0,1,0,0,0,0,1,4,C,19
0,0,0,1,1,0,0,0,4,D,19
0,0,0,1,0,1,0,0,4,E,19
0,0,0,1,0,0,1,0,4,F,19
0,0,0,1,0,0,0,1,4,G,19
0,0,0,0,1,1,0,0,4,H,19
0,0,0,0,1,0,1,0,5,A,19
0,0,0,0,1,0,0,1,5,B,19
0,0,0,0,0,1,1,0,5,C,19
0,0,0,0,0,1,0,1,5,D,19
0,0,0,0,0,0,1,1,5,E,19
1,1,1,0,0,0,0,0,5,F,19
1,1,0,1,0,0,0,0,5,G,19
1,1,0,0,1,0,0,0,5,H,19
1,1,0,0,0,1,0,0,6,A,19
1,1,0,0,0,0,1,0,6,B,19
1,1,0,0,0,0,0,1,6,C,19
1,0,1,1,0,0,0,0,6,D,19
1,0,1,0,1,0,0,0,6,E,19
1,0,1,0,0,1,0,0,6,F,19
1,0,1,0,0,0,1,0,6,G,19
1,0,1,0,0,0,0,1,6,H,19
1,0,0,1,1,0,0,0,7,A,19
1,0,0,1,0,1,0,0,7,B,19
1,0,0,1,0,0,1,0,7,C,19
1,0,0,1,0,0,0,1,7,D,19
1,0,0,0,1,1,0,0,7,E,19
1,0,0,0,1,0,1,0,7,F,19
1,0,0,0,1,0,0,1,7,G,19
1,0,0,0,0,1,1,0,7,H,19
1,0,0,0,0,1,0,1,8,A,19
1,0,0,0,0,0,1,1,8,B,19
0,1,1,1,0,0,0,0,8,C,19
0,1,1,0,1,0,0,0,8,D,19
0,1,1,0,0,1,0,0,8,E,19
0,1,1,0,0,0,1,0,8,F,19
0,1,1,0,0,0,0,1,8,G,19
0,1,0,1,1,0,0,0,8,H,19
0,1,0,1,0,1,0,0,9,A,19
0,1,0,1,0,0,1,0,9,B,19
0,1,0,1,0,0,0,1,9,C,19
0,1,0,0,1,1,0,0,9,D,19
0,1,0,0,1,0,1,0,9,E,19
0,1,0,0,1,0,0,1,9,F,19
0,1,0,0,0,1,1,0,9,G,19
0,1,0,0,0,1,0,1,9,H,19
0,1,0,0,0,0,1,1,10,A,19
0,0,1,1,1,0,0,0,10,B,19
0,0,1,1,0,1,0,0,10,C,19
0,0,1,1,0,0,1,0,10,D,19
0,0,1,1,0,0,0,1,10,E,19
0,0,1,0,1,1,0,0,10,F,19
0,0,1,0,1,0,1,0,10,G,19
0,0,1,0,1,0,0,1,10,H,19
0,0,1,0,0,1,1,0,11,A,19
0,0,1,0,0,1,0,1,11,B,19
0,0,1,0,0,0,1,1,11,C,19
0,0,0,1,1,1,0,0,11,D,19
0,0,0,1,1,0,1,0,11,E,19
0,0,0,1,1,0,0,1,11,F,19
0,0,0,1,0,1,1,0,11,G,19
0,0,0,1,0,1,0,1,11,H,19
0,0,0,1,0,0,1,1,12,A,19
0,0,0,0,1,1,1,0,12,B,19
0,0,0,0,1,1,0,1,12,C,19
0,0,0,0,1,0,1,1,12,D,19
0,0,0,0,0,1,1,1,12,E,19
1,1,1,1,0,0,0,0,12,F,19
1,1,1,0,1,0,0,0,12,G,19
1,1,1,0,0,1,0,0,12,H,19
1,1,1,0,0,0,1,0,1,A,20
1,1,1,0,0,0,0,1,1,B,20
1,1,0,1,1,0,0,0,1,C,20
1,1,0,1,0,1,0,0,1,D,20
1,1,0,1,0,0,1,0,1,E,20
1,1,0,1,0,0,0,1,1,F,20
1,1,0,0,1,1,0,0,1,G,20
1,1,0,0,1,0,1,0,1,H,20
1,1,0,0,1,0,0,1,2,A,20
1,1,0,0,0,1,1,0,2,B,20
1,1,0,0,0,1,0,1,2,C,20
1,1,0,0,0,0,1,1,2,D,20
1,0,1,1,1,0,0,0,2,E,20
1,0,1,1,0,1,0,0,2,F,20
1,0,1,1,0,0,1,0,2,G,20
1,0,1,1,0,0,0,1,2,H,20
1,0,1,0,1,1,0,0,3,A,20
1,0,1,0,1,0,1,0,3,B,20
1,0,1,0,1,0,0,1,3,C,20
1,0,1,0,0,1,1,0,3,D,20
1,0,1,0,0,1,0,1,3,E,20
1,0,1,0,0,0,1,1,3,F,20
1,0,0,1,1,1,0,0,3,G,20
1,0,0,1,1,0,1,0,3,H,20
1,0,0,1,1,0,0,1,4,A,20
1,0,0,1,0,1,1,0,4,B,20
1,0,0,1,0,1,0,1,4,C,20
1,0,0,1,0,0,1,1,4,D,20
1,0,0,0,1,1,1,0,4,E,20
1,0,0,0,1,1,0,1,4,F,20
1,0,0,0,1,0,1,1,4,G,20
1,0,0,0,0,1,1,1,4,H,20
0,1,1,1,1,0,0,0,5,A,20
0,1,1,1,0,1,0,0,5,B,20
0,1,1,1,0,0,1,0,5,C,20
0,1,1,1,0,0,0,1,5,D,20
0,1,1,0,1,1,0,0,5,E,20
0,1,1,0,1,0,1,0,5,F,20
0,1,1,0,1,0,0,1,5,G,20
0,1,1,0,0,1,1,0,5,H,20
0,1,1,0,0,1,0,1,6,A,20
0,1,1,0,0,0,1,1,6,B,20
0,1,0,1,1,1,0,0,6,C,20
0,1,0,1,1,0,1,0,6,D,20
0,1,0,1,1,0,0,1,6,E,20
0,1,0,1,0,1,1,0,6,F,20
0,1,0,1,0,1,0,1,6,G,20
0,1,0,1,0,0,1,1,6,H,20
0,1,0,0,1,1,1,0,7,A,20
0,1,0,0,1,1,0,1,7,B,20
0,1,0,0,1,0,1,1,7,C,20
0,1,0,0,0,1,1,1,7,D,20
0,0,1,1,1,1,0,0,7,E,20
0,0,1,1,1,0,1,0,7,F,20
0,0,1,1,1,0,0,1,7,G,20
0,0,1,1,0,1,1,0,7,H,20
0,0,1,1,0,1,0,1,8,A,20
0,0,1,1,0,0,1,1,8,B,20
0,0,1,0,1,1,1,0,8,C,20
0,0,1,0,1,1,0,1,8,D,20
0,0,1,0,1,0,1,1,8,E,20
0,0,1,0,0,1,1,1,8,F,20
0,0,0,1,1,1,1,0,8,G,20
0,0,0,1,1,1,0,1,8,H,20
0,0,0,1,1,0,1,1,9,A,20
0,0,0,1,0,1,1,1,9,B,20
0,0,0,0,1,1,1,1,9,C,20
1,1,1,1,1,0,0,0,9,D,20
1,1,1,1,0,1,0,0,9,E,20
1,1,1,1,0,0,1,0,9,F,20
1,1,1,1,0,0,0,1,9,G,20
1,1,1,0,1,1,0,0,9,H,20
1,1,1,0,1,0,1,0,10,A,20
1,1,1,0,1,0,0,1,10,B,20
1,1,1,0,0,1,1,0,10,C,20
1,1,1,0,0,1,0,1,10,D,20
1,1,1,0,0,0,1,1,10,E,20
1,1,0,1,1,1,0,0,10,F,20
1,1,0,1,1,0,1,0,10,G,20
1,1,0,1,1,0,0,1,10,H,20
1,1,0,1,0,1,1,0,11,A,20
1,1,0,1,0,1,0,1,11,B,20
1,1,0,1,0,0,1,1,11,C,20
1,1,0,0,1,1,1,0,11,D,20
1,1,0,0,1,1,0,1,11,E,20
1,1,0,0,1,0,1,1,11,F,20
1,1,0,0,0,1,1,1,11,G,20
1,0,1,1,1,1,0,0,11,H,20
1,0,1,1,1,0,1,0,12,A,20
1,0,1,1,1,0,0,1,12,B,20
1,0,1,1,0,1,1,0,12,C,20
1,0,1,1,0,1,0,1,12,D,20
1,0,1,1,0,0,1,1,12,E,20
1,0,1,0,1,1,1,0,12,F,20
1,0,1,0,1,1,0,1,12,G,20
1,0,1,0,1,0,1,1,12,H,20
1,0,1,0,0,1,1,1,1,A,21
1,0,0,1,1,1,1,0,1,B,21
1,0,0,1,1,1,0,1,1,C,21
1,0,0,1,1,0,1,1,1,D,21
1,0,0,1,0,1,1,1,1,E,21
1,0,0,0,1,1,1,1,1,F,21
0,1,1,1,1,1,0,0,1,G,21
0,1,1,1,1,0,1,0,1,H,21
0,1,1,1,1,0,0,1,2,A,21
0,1,1,1,0,1,1,0,2,B,21
0,1,1,1,0,1,0,1,2,C,21
0,1,1,1,0,0,1,1,2,D,21
0,1,1,0,1,1,1,0,2,E,21
0,1,1,0,1,1,0,1,2,F,21
0,1,1,0,1,0,1,1,2,G,21
0,1,1,0,0,1,1,1,2,H,21
0,1,0,1,1,1,1,0,3,A,21
0,1,0,1,1,1,0,1,3,B,21
0,1,0,1,1,0,1,1,3,C,21
0,1,0,1,0,1,1,1,3,D,21
0,1,0,0,1,1,1,1,3,E,21
0,0,1,1,1,1,1,0,3,F,21
0,0,1,1,1,1,0,1,3,G,21
0,0,1,1,1,0,1,1,3,H,21
0,0,1,1,0,1,1,1,4,A,21
0,0,1,0,1,1,1,1,4,B,21
0,0,0,1,1,1,1,1,4,C,21
1,1,1,1,1,1,0,0,4,D,21
1,1,1,1,1,0,1,0,4,E,21
1,1,1,1,1,0,0,1,4,F,21
1,1,1,1,0,1,1,0,4,G,21
1,1,1,1,0,1,0,1,4,H,21
1,1,1,1,0,0,1,1,5,A,21
1,1,1,0,1,1,1,0,5,B,21
1,1,1,0,1,1,0,1,5,C,21
1,1,1,0,1,0,1,1,5,D,21
1,1,1,0,0,1,1,1,5,E,21
1,1,0,1,1,1,1,0,5,F,21
1,1,0,1,1,1,0,1,5,G,21
1,1,0,1,1,0,1,1,5,H,21
1,1,0,1,0,1,1,1,6,A,21
1,1,0,0,1,1,1,1,6,B,21
1,0,1,1,1,1,1,0,6,C,21
1,0,1,1,1,1,0,1,6,D,21
1,0,1,1,1,0,1,1,6,E,21
1,0,1,1,0,1,1,1,6,F,21
1,0,1,0,1,1,1,1,6,G,21
1,0,0,1,1,1,1,1,6,H,21
0,1,1,1,1,1,1,0,7,A,21
0,1,1,1,1,1,0,1,7,B,21
0,1,1,1,1,0,1,1,7,C,21
0,1,1,1,0,1,1,1,7,D,21
0,1,1,0,1,1,1,1,7,E,21
0,1,0,1,1,1,1,1,7,F,21
0,0,1,1,1,1,1,1,7,G,21
1,1,1,1,1,1,1,0,7,H,21
1,1,1,1,1,1,0,1,8,A,21
1,1,1,1,1,0,1,1,8,B,21
1,1,1,1,0,1,1,1,8,C,21
1,1,1,0,1,1,1,1,8,D,21
1,1,0,1,1,1,1,1,8,E,21
1,0,1,1,1,1,1,1,8,F,21
0,1,1,1,1,1,1,1,8,G,21
1,1,1,1,1,1,1,1,8,H,21
0,0,0,0,0,0,0,0,9,A,21
0,0,0,0,0,0,0,0,9,B,21
0,0,0,0,0,0,0,0,9,C,21
0,0,0,0,0,0,0,0,9,D,21
0,0,0,0,0,0,0,0,9,E,21
0,0,0,0,0,0,0,0,9,F,21
0,0,0,0,0,0,0,0,9,G,21
0,0,0,0,0,0,0,0,9,H,21
0,0,0,0,0,0,0,0,10,A,21
0,0,0,0,0,0,0,0,10,B,21
0,0,0,0,0,0,0,0,10,C,21
0,0,0,0,0,0,0,0,10,D,21
0,0,0,0,0,0,0,0,10,E,21
0,0,0,0,0,0,0,0,10,F,21
0,0,0,0,0,0,0,0,10,G,21
0,0,0,0,0,0,0,0,10,H,21
0,0,0,0,0,0,0,0,11,A,21
0,0,0,0,0,0,0,0,11,B,21
0,0,0,0,0,0,0,0,11,C,21
0,0,0,0,0,0,0,0,11,D,21
0,0,0,0,0,0,0,0,11,E,21
0,0,0,0,0,0,0,0,11,F,21
0,0,0,0,0,0,0,0,11,G,21
0,0,0,0,0,0,0,0,11,H,21
0,0,0,0,0,0,0,0,12,A,21
0,0,0,0,0,0,0,0,12,B,21
0,0,0,0,0,0,0,0,12,C,21
0,0,0,0,0,0,0,0,12,D,21
0,0,0,0,0,0,0,0,12,E,21
0,0,0,0,0,0,0,0,12,F,21
0,0,0,0,0,0,0,0,12,G,21
0,0,0,0,0,0,0,0,12,H,21
0,0,0,0,0,0,0,0,1,A,22
1,0,0,0,0,0,0,0,1,B,22
0,1,0,0,0,0,0,0,1,C,22
0,0,1,0,0,0,0,0,1,D,22
0,0,0,1,0,0,0,0,1,E,22
0,0,0,0,1,0,0,0,1,F,22
0,0,0,0,0,1,0,0,1,G,22
0,0,0,0,0,0,1,0,1,H,22
0,0,0,0,0,0,0,1,2,A,22
1,1,0,0,0,0,0,0,2,B,22
1,0,1,0,0,0,0,0,2,C,22
1,0,0,1,0,0,0,0,2,D,22
1,0,0,0,1,0,0,0,2,E,22
1,0,0,0,0,1,0,0,2,F,22
1,0,0,0,0,0,1,0,2,G,22
1,0,0,0,0,0,0,1,2,H,22
0,1,1,0,0,0,0,0,3,A,22
0,1,0,1,0,0,0,0,3,B,22
0,1,0,0,1,0,0,0,3,C,22
0,1,0,0,0,1,0,0,3,D,22
0,1,0,0,0,0,1,0,3,E,22
0,1,0,0,0,0,0,1,3,F,22
0,0,1,1,0,0,0,0,3,G,22
0,0,1,0,1,0,0,0,3,H,22
0,0,1,0,0,1,0,0,4,A,22
0,0,1,0,0,0,1,0,4,B,22
0,0,1,0,0,0,0,1,4,C,22
0,0,0,1,1,0,0,0,4,D,22
0,0,0,1,0,1,0,0,4,E,22
0,0,0,1,0,0,1,0,4,F,22
0,0,0,1,0,0,0,1,4,G,22
0,0,0,0,1,1,0,0,4,H,22
0,0,0,0,1,0,1,0,5,A,22
0,0,0,0,1,0,0,1,5,B,22
0,0,0,0,0,1,1,0,5,C,22
0,0,0,0,0,1,0,1,5,D,22
0,0,0,0,0,0,1,1,5,E,22
1,1,1,0,0,0,0,0,5,F,22
1,1,0,1,0,0,0,0,5,G,22
1,1,0,0,1,0,0,0,5,H,22
1,1,0,0,0,1,0,0,6,A,22
1,1,0,0,0,0,1,0,6,B,22
1,1,0,0,0,0,0,1,6,C,22
1,0,1,1,0,0,0,0,6,D,22
1,0,1,0,1,0,0,0,6,E,22
1,0,1,0,0,1,0,0,6,F,22
1,0,1,0,0,0,1,0,6,G,22
1,0,1,0,0,0,0,1,6,H,22
1,0,0,1,1,0,0,0,7,A,22
1,0,0,1,0,1,0,0,7,B,22
1,0,0,1,0,0,1,0,7,C,22
1,0,0,1,0,0,0,1,7,D,22
1,0,0,0,1,1,0,0,7,E,22
1,0,0,0,1,0,1,0,7,F,22
1,0,0,0,1,0,0,1,7,G,22
1,0,0,0,0,1,1,0,7,H,22
1,0,0,0,0,1,0,1,8,A,22
1,0,0,0,0,0,1,1,8,B,22
0,1,1,1,0,0,0,0,8,C,22
0,1,1,0,1,0,0,0,8,D,22
0,1,1,0,0,1,0,0,8,E,22
0,1,1,0,0,0,1,0,8,F,22
0,1,1,0,0,0,0,1,8,G,22
0,1,0,1,1,0,0,0,8,H,22
0,1,0,1,0,1,0,0,9,A,22
0,1,0,1,0,0,1,0,9,B,22
0,1,0,1,0,0,0,1,9,C,22
0,1,0,0,1,1,0,0,9,D,22
0,1,0,0,1,0,1,0,9,E,22
0,1,0,0,1,0,0,1,9,F,22
0,1,0,0,0,1,1,0,9,G,22
0,1,0,0,0,1,0,1,9,H,22
0,1,0,0,0,0,1,1,10,A,22
0,0,1,1,1,0,0,0,10,B,22
0,0,1,1,0,1,0,0,10,C,22
0,0,1,1,0,0,1,0,10,D,22
0,0,1,1,0,0,0,1,10,E,22
0,0,1,0,1,1,0,0,10,F,22
0,0,1,0,1,0,1,0,10,G,22
0,0,1,0,1,0,0,1,10,H,22
0,0,1,0,0,1,1,0,11,A,22
0,0,1,0,0,1,0,1,11,B,22
0,0,1,0,0,0,1,1,11,C,22
0,0,0,1,1,1,0,0,11,D,22
0,0,0,1,1,0,1,0,11,E,22
0,0,0,1,1,0,0,1,11,F,22
0,0,0,1,0,1,1,0,11,G,22
0,0,0,1,0,1,0,1,11,H,22
0,0,0,1,0,0,1,1,12,A,22
0,0,0,0,1,1,1,0,12,B,22
0,0,0,0,1,1,0,1,12,C,22
0,0,0,0,1,0,1,1,12,D,22
0,0,0,0,0,1,1,1,12,E,22
1,1,1,1,0,0,0,0,12,F,22
1,1,1,0,1,0,0,0,12,G,22
1,1,1,0,0,1,0,0,12,H,22
1,1,1,0,0,0,1,0,1,A,23
1,1,1,0,0,0,0,1,1,B,23
1,1,0,1,1,0,0,0,1,C,23
1,1,0,1,0,1,0,0,1,D,23
1,1,0,1,0,0,1,0,1,E,23
1,1,0,1,0,0,0,1,1,F,23
1,1,0,0,1,1,0,0,1,G,23
1,1,0,0,1,0,1,0,1,H,23
1,1,0,0,1,0,0,1,2,A,23
1,1,0,0,0,1,1,0,2,B,23
1,1,0,0,0,1,0,1,2,C,23
1,1,0,0,0,0,1,1,2,D,23
1,0,1,1,1,0,0,0,2,E,23
1,0,1,1,0,1,0,0,2,F,23
1,0,1,1,0,0,1,0,2,G,23
1,0,1,1,0,0,0,1,2,H,23
1,0,1,0,1,1,0,0,3,A,23
1,0,1,0,1,0,1,0,3,B,23
1,0,1,0,1,0,0,1,3,C,23
1,0,1,0,0,1,1,0,3,D,23
1,0,1,0,0,1,0,1,3,E,23
1,0,1,0,0,0,1,1,3,F,23
1,0,0,1,1,1,0,0,3,G,23
1,0,0,1,1,0,1,0,3,H,23
1,0,0,1,1,0,0,1,4,A,23
1,0,0,1,0,1,1,0,4,B,23
1,0,0,1,0,1,0,1,4,C,23
1,0,0,1,0,0,1,1,4,D,23
1,0,0,0,1,1,1,0,4,E,23
1,0,0,0,1,1,0,1,4,F,23
1,0,0,0,1,0,1,1,4,G,23
1,0,0,0,0,1,1,1,4,H,23
0,1,1,1,1,0,0,0,5,A,23
0,1,1,1,0,1,0,0,5,B,23
0,1,1,1,0,0,1,0,5,C,23
0,1,1,1,0,0,0,1,5,D,23
0,1,1,0,1,1,0,0,5,E,23
0,1,1,0,1,0,1,0,5,F,23
0,1,1,0,1,0,0,1,5,G,23
0,1,1,0,0,1,1,0,5,H,23
0,1,1,0,0,1,0,1,6,A,23
0,1,1,0,0,0,1,1,6,B,23
0,1,0,1,1,1,0,0,6,C,23
0,1,0,1,1,0,1,0,6,D,23
0,1,0,1,1,0,0,1,6,E,23
0,1,0,1,0,1,1,0,6,F,23
0,1,0,1,0,1,0,1,6,G,23
0,1,0,1,0,0,1,1,6,H,23
0,1,0,0,1,1,1,0,7,A,23
0,1,0,0,1,1,0,1,7,B,23
0,1,0,0,1,0,1,1,7,C,23
0,1,0,0,0,1,1,1,7,D,23
0,0,1,1,1,1,0,0,7,E,23
0,0,1,1,1,0,1,0,7,F,23
0,0,1,1,1,0,0,1,7,G,23
0,0,1,1,0,1,1,0,7,H,23
0,0,1,1,0,1,0,1,8,A,23
0,0,1,1,0,0,1,1,8,B,23
0,0,1,0,1,1,1,0,8,C,23
0,0,1,0,1,1,0,1,8,D,23
0,0,1,0,1,0,1,1,8,E,23
0,0,1,0,0,1,1,1,8,F,23
0,0,0,1,1,1,1,0,8,G,23
0,0,0,1,1,1,0,1,8,H,23
0,0,0,1,1,0,1,1,9,A,23
0,0,0,1,0,1,1,1,9,B,23
0,0,0,0,1,1,1,1,9,C,23
1,1,1,1,1,0,0,0,9,D,23
1,1,1,1,0,1,0,0,9,E,23
1,1,1,1,0,0,1,0,9,F,23
1,1,1,1,0,0,0,1,9,G,23
1,1,1,0,1,1,0,0,9,H,23
1,1,1,0,1,0,1,0,10,A,23
1,1,1,0,1,0,0,1,10,B,23
1,1,1,0,0,1,1,0,10,C,23
1,1,1,0,0,1,0,1,10,D,23
1,1,1,0,0,0,1,1,10,E,23
1,1,0,1,1,1,0,0,10,F,23
1,1,0,1,1,0,1,0,10,G,23
1,1,0,1,1,0,0,1,10,H,23
1,1,0,1,0,1,1,0,11,A,23
1,1,0,1,0,1,0,1,11,B,23
1,1,0,1,0,0,1,1,11,C,23
1,1,0,0,1,1,1,0,11,D,23
1,1,0,0,1,1,0,1,11,E,23
1,1,0,0,1,0,1,1,11,F,23
1,1,0,0,0,1,1,1,11,G,23
1,0,1,1,1,1,0,0,11,H,23
1,0,1,1,1,0,1,0,12,A,23
1,0,1,1,1,0,0,1,12,B,23
1,0,1,1,0,1,1,0,12,C,23
1,0,1,1,0,1,0,1,12,D,23
1,0,1,1,0,0,1,1,12,E,23
1,0,1,0,1,1,1,0,12,F,23
1,0,1,0,1,1,0,1,12,G,23
1,0,1,0,1,0,1,1,12,H,23
1,0,1,0,0,1,1,1,1,A,24
1,0,0,1,1,1,1,0,1,B,24
1,0,0,1,1,1,0,1,1,C,24
1,0,0,1,1,0,1,1,1,D,24
1,0,0,1,0,1,1,1,1,E,24
1,0,0,0,1,1,1,1,1,F,24
0,1,1,1,1,1,0,0,1,G,24
0,1,1,1,1,0,1,0,1,H,24
0,1,1,1,1,0,0,1,2,A,24
0,1,1,1,0,1,1,0,2,B,24
0,1,1,1,0,1,0,1,2,C,24
0,1,1,1,0,0,1,1,2,D,24
0,1,1,0,1,1,1,0,2,E,24
0,1,1,0,1,1,0,1,2,F,24
0,1,1,0,1,0,1,1,2,G,24
0,1,1,0,0,1,1,1,2,H,24
0,1,0,1,1,1,1,0,3,A,24
0,1,0,1,1,1,0,1,3,B,24
0,1,0,1,1,0,1,1,3,C,24
0,1,0,1,0,1,1,1,3,D,24
0,1,0,0,1,1,1,1,3,E,24
0,0,1,1,1,1,1,0,3,F,24
0,0,1,1,1,1,0,1,3,G,24
0,0,1,1,1,0,1,1,3,H,24
0,0,1,1,0,1,1,1,4,A,24
0,0,1,0,1,1,1,1,4,B,24
0,0,0,1,1,1,1,1,4,C,24
1,1,1,1,1,1,0,0,4,D,24
1,1,1,1,1,0,1,0,4,E,24
1,1,1,1,1,0,0,1,4,F,24
1,1,1,1,0,1,1,0,4,G,24
1,1,1,1,0,1,0,1,4,H,24
1,1,1,1,0,0,1,1,5,A,24
1,1,1,0,1,1,1,0,5,B,24
1,1,1,0,1,1,0,1,5,C,24
1,1,1,0,1,0,1,1,5,D,24
1,1,1,0,0,1,1,1,5,E,24
1,1,0,1,1,1,1,0,5,F,24
1,1,0,1,1,1,0,1,5,G,24
1,1,0,1,1,0,1,1,5,H,24
1,1,0,1,0,1,1,1,6,A,24
1,1,0,0,1,1,1,1,6,B,24
1,0,1,1,1,1,1,0,6,C,24
1,0,1,1,1,1,0,1,6,D,24
1,0,1,1,1,0,1,1,6,E,24
1,0,1,1,0,1,1,1,6,F,24
1,0,1,0,1,1,1,1,6,G,24
1,0,0,1,1,1,1,1,6,H,24
0,1,1,1,1,1,1,0,7,A,24
0,1,1,1,1,1,0,1,7,B,24
0,1,1,1,1,0,1,1,7,C,24
0,1,1,1,0,1,1,1,7,D,24
0,1,1,0,1,1,1,1,7,E,24
0,1,0,1,1,1,1,1,7,F,24
0,0,1,1,1,1,1,1,7,G,24
1,1,1,1,1,1,1,0,7,H,24
1,1,1,1,1,1,0,1,8,A,24
1,1,1,1,1,0,1,1,8,B,24
1,1,1,1,0,1,1,1,8,C,24
1,1,1,0,1,1,1,1,8,D,24
1,1,0,1,1,1,1,1,8,E,24
1,0,1,1,1,1,1,1,8,F,24
0,1,1,1,1,1,1,1,8,G,24
1,1,1,1,1,1,1,1,8,H,24
